大类,推荐编码,推荐名称,疾病编码,疾病名称,动作编码,动作名称,动作关系,主证据编码,主指南编码,主指南名称,推荐等级,证据等级,阻断原因
心力衰竭,REC-CDSS-HF-HF-HFmrEF-01-01-DIAG,疑似射血分数轻度降低的心力衰竭时，应结合射血分数轻度降低的心力衰竭诊断标准、心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,DIS-CARD-HF-HFmrEF,射血分数轻度降低的心力衰竭,DXC-CARD-28280DD401C8,射血分数轻度降低的心力衰竭诊断标准,recommends_action,EVD-E55BAAC5E705E556FDE1-HFmrEF,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心力衰竭,REC-CDSS-HF-HF-HFmrEF-02-01-RISK,射血分数轻度降低的心力衰竭确诊或高度疑似后，应结合利尿剂抵抗进行风险分层和高危因素识别。,DIS-CARD-HF-HFmrEF,射血分数轻度降低的心力衰竭,COMP-CARD-2517B09A02C5,利尿剂抵抗,recommends_action,EVD-FEF6BE8BE2DEC60A8576-HFmrEF,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,Ⅱa,C,
心力衰竭,REC-CDSS-HF-HF-HFmrEF-03-01-TREAT,射血分数轻度降低的心力衰竭治疗应根据病情严重程度、禁忌证和患者特征选择射血分数轻度降低的心力衰竭治疗方案、β受体阻滞剂、盐皮质激素受体拮抗剂、血管紧张素Ⅱ受体阻滞剂、血管紧张素受体脑啡肽酶抑制剂等。,DIS-CARD-HF-HFmrEF,射血分数轻度降低的心力衰竭,PLAN-CARD-BC4747CE025F,射血分数轻度降低的心力衰竭治疗方案,recommends_action,EVD-FEF6BE8BE2DEC60A8576-HFmrEF,SRC-DOC-C440C68F7BD2DFFB,心力衰竭药物治疗相关高钾血症防治专家共识2024.pdf,未分级/共识意见,未分级/共识证据,
心力衰竭,REC-CDSS-HF-HF-HFmrEF-04-01-FOLLOW,射血分数轻度降低的心力衰竭稳定期或治疗后，应按射血分数轻度降低的心力衰竭随访方案、心力衰竭随访方案、射血分数轻度降低的心力衰竭预后进行随访和复评。,DIS-CARD-HF-HFmrEF,射血分数轻度降低的心力衰竭,FU-CARD-C57FA7D6D28B,射血分数轻度降低的心力衰竭随访方案,recommends_action,EVD-CCCEA3D8BFD202DA0104-HFmrEF,SRC-DOC-E2AE11B44F6F744B,中国心力衰竭诊断和治疗指南2024.pdf,Ⅱa,C,
心力衰竭,REC-CDSS-HF-HF-HFpEF-01-01-DIAG,疑似射血分数保留的心力衰竭时，应结合射血分数保留的心力衰竭诊断标准、心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,DIS-CARD-HF-HFpEF,射血分数保留的心力衰竭,DXC-CARD-2456E1DC2365,射血分数保留的心力衰竭诊断标准,recommends_action,EVD-72B5D515FF970D85300B-HFpEF,SRC-DOC-E2AE11B44F6F744B,中国心力衰竭诊断和治疗指南2024.pdf,未分级/共识意见,未分级/共识证据,
心力衰竭,REC-CDSS-HF-HF-HFpEF-02-01-RISK,射血分数保留的心力衰竭确诊或高度疑似后，应结合利尿剂抵抗进行风险分层和高危因素识别。,DIS-CARD-HF-HFpEF,射血分数保留的心力衰竭,COMP-CARD-2517B09A02C5,利尿剂抵抗,recommends_action,EVD-98F1F8383E6558161C56-HFpEF,SRC-DOC-F0DDA79BAB227E88,【医脉通】2020心肌梗死后心力衰竭防治专家共识.pdf,未分级/共识意见,未分级/共识证据,
心力衰竭,REC-CDSS-HF-HF-HFpEF-03-01-TREAT,射血分数保留的心力衰竭治疗应根据病情严重程度、禁忌证和患者特征选择射血分数保留的心力衰竭治疗方案、β受体阻滞剂、盐皮质激素受体拮抗剂、血管紧张素Ⅱ受体阻滞剂、血管紧张素受体脑啡肽酶抑制剂等。,DIS-CARD-HF-HFpEF,射血分数保留的心力衰竭,PLAN-CARD-71EEE6F12EA8,射血分数保留的心力衰竭治疗方案,recommends_action,EVD-82C682D5D568267C134F-HFpEF,SRC-DOC-E2AE11B44F6F744B,中国心力衰竭诊断和治疗指南2024.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心力衰竭,REC-CDSS-HF-HF-HFpEF-04-01-FOLLOW,射血分数保留的心力衰竭稳定期或治疗后，应按射血分数保留的心力衰竭随访方案、心力衰竭随访方案、射血分数保留的心力衰竭预后进行随访和复评。,DIS-CARD-HF-HFpEF,射血分数保留的心力衰竭,FU-CARD-D060708A226F,射血分数保留的心力衰竭随访方案,recommends_action,EVD-82C682D5D568267C134F-HFpEF,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,未分级/共识意见,未分级/共识证据,
心力衰竭,REC-CDSS-HF-HF-HFrEF-01-01-DIAG,疑似射血分数降低的心力衰竭时，应结合射血分数降低的心力衰竭诊断标准、心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,DIS-CARD-HF-HFrEF,射血分数降低的心力衰竭,DXC-CARD-221AA46B58A3,射血分数降低的心力衰竭诊断标准,recommends_action,EVD-3892ED303719F6B13ED2-HFrEF,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心力衰竭,REC-CDSS-HF-HF-HFrEF-02-01-RISK,射血分数降低的心力衰竭确诊或高度疑似后，应结合利尿剂抵抗进行风险分层和高危因素识别。,DIS-CARD-HF-HFrEF,射血分数降低的心力衰竭,COMP-CARD-2517B09A02C5,利尿剂抵抗,recommends_action,EVD-CCBD61092160836D45A8-HFrEF,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,Ⅱb,B,
心力衰竭,REC-CDSS-HF-HF-HFrEF-03-01-TREAT,射血分数降低的心力衰竭治疗应根据病情严重程度、禁忌证和患者特征选择射血分数降低的心力衰竭治疗方案、β受体阻滞剂、盐皮质激素受体拮抗剂、血管紧张素Ⅱ受体阻滞剂、血管紧张素受体脑啡肽酶抑制剂等。,DIS-CARD-HF-HFrEF,射血分数降低的心力衰竭,PLAN-CARD-4C0507593DD1,射血分数降低的心力衰竭治疗方案,recommends_action,EVD-D78ADDDAB73D724E77FD-HFrEF,SRC-DOC-E2AE11B44F6F744B,中国心力衰竭诊断和治疗指南2024.pdf,Ⅱb,B,
心力衰竭,REC-CDSS-HF-HF-HFrEF-04-01-FOLLOW,射血分数降低的心力衰竭稳定期或治疗后，应按射血分数降低的心力衰竭随访方案、心力衰竭随访方案、射血分数降低的心力衰竭预后进行随访和复评。,DIS-CARD-HF-HFrEF,射血分数降低的心力衰竭,FU-CARD-1302594CF43E,射血分数降低的心力衰竭随访方案,recommends_action,EVD-C05C3151F6F465AFA757-HFrEF,SRC-DOC-C440C68F7BD2DFFB,心力衰竭药物治疗相关高钾血症防治专家共识2024.pdf,Ⅱb,B,
心力衰竭,REC-CDSS-HF-HF-LEFT-01-01-DIAG,疑似左心衰竭时，应结合左心衰竭诊断标准、心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,DIS-CARD-HF-LEFT,左心衰竭,DXC-CARD-25510C02A8C8,左心衰竭诊断标准,recommends_action,EVD-B83AEF6B55FF13AFD780-LEFT,SRC-DOC-7198C13DB2740EAA,心力衰竭患者利尿剂抵抗诊断及管理中国专家共识.pdf（来源标识：DOC-7198C13DB2740EAA）,Ⅰ,C,
心力衰竭,REC-CDSS-HF-HF-LEFT-02-01-RISK,左心衰竭确诊或高度疑似后，应结合利尿剂抵抗进行风险分层和高危因素识别。,DIS-CARD-HF-LEFT,左心衰竭,COMP-CARD-2517B09A02C5,利尿剂抵抗,recommends_action,EVD-7A87CBBA45ED7AF2397D-LEFT,SRC-DOC-7198C13DB2740EAA,心力衰竭患者利尿剂抵抗诊断及管理中国专家共识.pdf（来源标识：DOC-7198C13DB2740EAA）,未分级/指南未显式标注,未分级/指南未显式标注,
心力衰竭,REC-CDSS-HF-HF-LEFT-03-01-TREAT,左心衰竭治疗应根据病情严重程度、禁忌证和患者特征选择左心衰竭治疗方案、盐皮质激素受体拮抗剂、血管紧张素Ⅱ受体阻滞剂、血管紧张素转换酶抑制剂、袢利尿剂。,DIS-CARD-HF-LEFT,左心衰竭,PLAN-CARD-D0BC88D1FA7D,左心衰竭治疗方案,recommends_action,EVD-CB925A5C77B76D3ADD41-LEFT,SRC-DOC-E2AE11B44F6F744B,中国心力衰竭诊断和治疗指南2024.pdf,Ⅰ,C,
心力衰竭,REC-CDSS-HF-HF-LEFT-04-01-FOLLOW,左心衰竭稳定期或治疗后，应按左心衰竭随访方案、心力衰竭随访方案、左心衰竭预后进行随访和复评。,DIS-CARD-HF-LEFT,左心衰竭,FU-CARD-66D4C98C712F,左心衰竭随访方案,recommends_action,EVD-B83AEF6B55FF13AFD780-LEFT,SRC-DOC-29490E0606CAC1D0,中国透析患者慢性心力衰竭管理指南 2022.pdf,Ⅰ,C,
心力衰竭,REC-CDSS-HF-HF-POST-MI-01-01-DIAG,疑似心肌梗死后心力衰竭时，应结合心力衰竭诊断标准、心肌梗死后心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,DIS-CARD-HF-POST-MI,心肌梗死后心力衰竭,DXC-CARD-C9F14771A730,心力衰竭诊断标准,recommends_action,EVD-3FDB6CC0C7F13F87CD4B-MI,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心力衰竭,REC-CDSS-HF-HF-POST-MI-02-01-RISK,心肌梗死后心力衰竭确诊或高度疑似后，应结合利尿剂抵抗进行风险分层和高危因素识别。,DIS-CARD-HF-POST-MI,心肌梗死后心力衰竭,COMP-CARD-2517B09A02C5,利尿剂抵抗,recommends_action,EVD-98F1F8383E6558161C56-HFpEF,SRC-DOC-E2AE11B44F6F744B,中国心力衰竭诊断和治疗指南2024.pdf,Ⅰ,B,
心力衰竭,REC-CDSS-HF-HF-POST-MI-03-01-TREAT,心肌梗死后心力衰竭治疗应根据病情严重程度、禁忌证和患者特征选择心肌梗死后心力衰竭治疗方案。,DIS-CARD-HF-POST-MI,心肌梗死后心力衰竭,PLAN-CARD-019D9CFB289A,心肌梗死后心力衰竭治疗方案,recommends_action,EVD-42EDE7FD31801258FBF2-MI,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,Ⅱb,B,
心力衰竭,REC-CDSS-HF-HF-POST-MI-04-01-FOLLOW,心肌梗死后心力衰竭稳定期或治疗后，应按心力衰竭随访方案、心肌梗死后心力衰竭随访方案、心肌梗死后心力衰竭预后进行随访和复评。,DIS-CARD-HF-POST-MI,心肌梗死后心力衰竭,FU-CARD-8BCE7C3349BC,心力衰竭随访方案,recommends_action,EVD-3461CF8721AE7EC69AFB-MI,SRC-DOC-F0DDA79BAB227E88,【医脉通】2020心肌梗死后心力衰竭防治专家共识.pdf,Ⅰ,C,
心力衰竭,REC-CDSS-HF-HF-RIGHT-01-01-DIAG,疑似右心衰竭时，应结合右心衰竭诊断标准、心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,DIS-CARD-HF-RIGHT,右心衰竭,DXC-CARD-FB1FD85809E5,右心衰竭诊断标准,recommends_action,EVD-B83AEF6B55FF13AFD780-RIGHT,SRC-DOC-29490E0606CAC1D0,中国透析患者慢性心力衰竭管理指南 2022.pdf,Ⅱa,B,
心力衰竭,REC-CDSS-HF-HF-RIGHT-02-01-RISK,右心衰竭确诊或高度疑似后，应结合右心衰竭风险分层、利尿剂抵抗进行风险分层和高危因素识别。,DIS-CARD-HF-RIGHT,右心衰竭,RISK-CARD-011399550FDD,右心衰竭风险分层,recommends_action,EVD-A93B3E0C404C2A2D2FA5-RIGHT,SRC-DOC-29490E0606CAC1D0,中国透析患者慢性心力衰竭管理指南 2022.pdf,Ⅰ,C,
心力衰竭,REC-CDSS-HF-HF-RIGHT-03-01-TREAT,右心衰竭治疗应根据病情严重程度、禁忌证和患者特征选择右心衰竭治疗方案、盐皮质激素受体拮抗剂。,DIS-CARD-HF-RIGHT,右心衰竭,PLAN-CARD-E843FA63DDCF,右心衰竭治疗方案,recommends_action,EVD-E1E1A25C3BD3D6DB7B51-RIGHT,SRC-DOC-7198C13DB2740EAA,心力衰竭患者利尿剂抵抗诊断及管理中国专家共识.pdf（来源标识：DOC-7198C13DB2740EAA）,Ⅰ,C,
心力衰竭,REC-CDSS-HF-HF-RIGHT-04-01-FOLLOW,右心衰竭稳定期或治疗后，应按右心衰竭随访方案、心力衰竭随访方案、右心衰竭预后进行随访和复评。,DIS-CARD-HF-RIGHT,右心衰竭,FU-CARD-29AFBDFB220D,右心衰竭随访方案,recommends_action,EVD-8829AE2BE5F168F0C259-RIGHT,SRC-DOC-7198C13DB2740EAA,心力衰竭患者利尿剂抵抗诊断及管理中国专家共识.pdf（来源标识：DOC-7198C13DB2740EAA）,Ⅰ,C,
心律失常,REC-CDSS-AF-ARR-AF-01-01-DIAG,疑似心房颤动时，应结合心房颤动诊断标准、12导联心电图、事件记录仪、动态心电图、心脏CT等进行诊断确认和必要鉴别。,DIS-CARD-ARR-AF,心房颤动,DXC-CARD-5996B55AA97D,心房颤动诊断标准,recommends_action,EVD-DD21E053B151F1B764C3-AF,SRC-DOC-470392B42F1372AF,心房颤动节律控制药物规范应用专家共识2023.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-AF-ARR-AF-02-01-RISK,心房颤动确诊或高度疑似后，应结合CHA2DS2-VASc评分、EHRA症状分级、心房颤动风险分层、冠心病、吸烟等进行风险分层和高危因素识别。,DIS-CARD-ARR-AF,心房颤动,RISK-CARD-BD6FBD0D2712,CHA2DS2-VASc评分,recommends_action,EVD-E27C252B3894B512EFCD-AF,SRC-DOC-EE90C4C9A4C51DF7,心房颤动诊断和治疗中国指南 2023.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-AF-ARR-AF-04-01-FOLLOW,心房颤动稳定期或治疗后，应按心房颤动随访方案、心房颤动预后进行随访和复评。,DIS-CARD-ARR-AF,心房颤动,FU-CARD-CE0CF6305FAF,心房颤动随访方案,recommends_action,EVD-DC5F68281990CE87A7A1-AF,SRC-DOC-EE90C4C9A4C51DF7,心房颤动诊断和治疗中国指南 2023.pdf,Ⅱa,C,
心律失常,REC-CDSS-SVTAFL-ARR-AFL-01-01-DIAG,疑似心房扑动时，应结合心房扑动诊断标准、12导联心电图、动态心电图、电生理检查、甲状腺功能检查等进行诊断确认和必要鉴别。,DIS-CARD-ARR-AFL,心房扑动,DXC-CARD-04B9595EC8CA,心房扑动诊断标准,recommends_action,EVD-03738107C48965887852-AFL,SRC-DOC-4A36F3721EF8AADE,中国 抗心律失常药物临床应用中国专家共识2023.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-SVTAFL-ARR-AFL-02-01-RISK,心房扑动确诊或高度疑似后，应结合先天性心脏病、器质性心脏病、心房扩大、旁路、甲状腺功能亢进等进行风险分层和高危因素识别。,DIS-CARD-ARR-AFL,心房扑动,RF-CARD-49D590861927,先天性心脏病,recommends_action,EVD-E7822692D5313C9FECF5-AFL,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-SVTAFL-ARR-AFL-03-01-TREAT,心房扑动治疗应根据病情严重程度、禁忌证和患者特征选择同步电复律、导管消融、心房扑动治疗方案、β受体阻滞剂、伊布利特等。,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-108E680ADD4F,同步电复律,recommends_action,EVD-6113FC399581C8482130-AFL,SRC-DOC-04A6231207D5F4D6,室上性心动过速诊断及治疗中国专家共识(2021).pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-SVTAFL-ARR-AFL-04-01-FOLLOW,心房扑动稳定期或治疗后，应按心房扑动随访方案、心房扑动预后进行随访和复评。,DIS-CARD-ARR-AFL,心房扑动,FU-CARD-39BD08E82048,心房扑动随访方案,recommends_action,EVD-9627254301018A3F041C-AFL,SRC-DOC-04A6231207D5F4D6,室上性心动过速诊断及治疗中国专家共识(2021).pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-SVTAFL-ARR-AT-01-01-DIAG,疑似房性心动过速时，应结合房性心动过速诊断标准、12导联心电图、动态心电图、电生理检查、食管心房调搏等进行诊断确认和必要鉴别。,DIS-CARD-ARR-AT,房性心动过速,DXC-CARD-204766CBAB68,房性心动过速诊断标准,recommends_action,EVD-FF110943AE28D69A15CC-AT,SRC-DOC-04A6231207D5F4D6,室上性心动过速诊断及治疗中国专家共识(2021).pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-SVTAFL-ARR-AT-02-01-RISK,房性心动过速确诊或高度疑似后，应结合先天性心脏病、器质性心脏病、旁路、甲状腺功能亢进、电解质紊乱等进行风险分层和高危因素识别。,DIS-CARD-ARR-AT,房性心动过速,RF-CARD-49D590861927,先天性心脏病,recommends_action,EVD-FB5926C78C85CED37462-AT,SRC-DOC-F6D887F5DD95AA6A,抗心律失常药物临床应用中国专家共识.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-SVTAFL-ARR-AT-03-01-TREAT,房性心动过速治疗应根据病情严重程度、禁忌证和患者特征选择同步电复律、导管消融、房性心动过速治疗方案、β受体阻滞剂、伊布利特等。,DIS-CARD-ARR-AT,房性心动过速,PLAN-CARD-108E680ADD4F,同步电复律,recommends_action,EVD-9C6455E57C50272AA318-AT,SRC-DOC-4A36F3721EF8AADE,中国 抗心律失常药物临床应用中国专家共识2023.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-SVTAFL-ARR-AT-04-01-FOLLOW,房性心动过速稳定期或治疗后，应按房性心动过速随访方案、房性心动过速预后进行随访和复评。,DIS-CARD-ARR-AT,房性心动过速,FU-CARD-6E66B8E5FCA4,房性心动过速随访方案,recommends_action,EVD-BDE3A02A4DD1DD41C236-AT,SRC-DOC-4A36F3721EF8AADE,中国 抗心律失常药物临床应用中国专家共识2023.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-SVTAFL-ARR-AVNRT-01-01-DIAG,疑似房室结折返性心动过速时，应结合房室结折返性心动过速诊断标准、12导联心电图、动态心电图、电生理检查、食管心房调搏等进行诊断确认和必要鉴别。,DIS-CARD-ARR-AVNRT,房室结折返性心动过速,DXC-CARD-9A428C9E2C3C,房室结折返性心动过速诊断标准,recommends_action,EVD-44ED95762DC6F8B010F5-AVNRT,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-SVTAFL-ARR-AVNRT-02-01-RISK,房室结折返性心动过速确诊或高度疑似后，应结合先天性心脏病、器质性心脏病、旁路、甲状腺功能亢进、电解质紊乱等进行风险分层和高危因素识别。,DIS-CARD-ARR-AVNRT,房室结折返性心动过速,RF-CARD-49D590861927,先天性心脏病,recommends_action,EVD-7998DB9D0786606BED48-AVNRT,SRC-DOC-04A6231207D5F4D6,室上性心动过速诊断及治疗中国专家共识(2021).pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-SVTAFL-ARR-AVNRT-03-01-TREAT,房室结折返性心动过速治疗应根据病情严重程度、禁忌证和患者特征选择同步电复律、导管消融、房室结折返性心动过速治疗方案、β受体阻滞剂、普罗帕酮等。,DIS-CARD-ARR-AVNRT,房室结折返性心动过速,PLAN-CARD-108E680ADD4F,同步电复律,recommends_action,EVD-9627254301018A3F041C-AVNRT,SRC-DOC-04A6231207D5F4D6,室上性心动过速诊断及治疗中国专家共识(2021).pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-SVTAFL-ARR-AVNRT-04-01-FOLLOW,房室结折返性心动过速稳定期或治疗后，应按房室结折返性心动过速随访方案、房室结折返性心动过速预后进行随访和复评。,DIS-CARD-ARR-AVNRT,房室结折返性心动过速,FU-CARD-DDCD8935DDF1,房室结折返性心动过速随访方案,recommends_action,EVD-D8007111B7566CF1420C-AVNRT,SRC-DOC-4A36F3721EF8AADE,中国 抗心律失常药物临床应用中国专家共识2023.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-SVTAFL-ARR-AVRT-01-01-DIAG,疑似房室折返性心动过速时，应结合房室折返性心动过速诊断标准、12导联心电图、动态心电图、电生理检查、超声心动图等进行诊断确认和必要鉴别。,DIS-CARD-ARR-AVRT,房室折返性心动过速,DXC-CARD-96EF831225B2,房室折返性心动过速诊断标准,recommends_action,EVD-13C10C8A36B15281C997-AVRT,SRC-DOC-4A36F3721EF8AADE,中国 抗心律失常药物临床应用中国专家共识2023.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-SVTAFL-ARR-AVRT-02-01-RISK,房室折返性心动过速确诊或高度疑似后，应结合先天性心脏病、器质性心脏病、旁路、甲状腺功能亢进、电解质紊乱等进行风险分层和高危因素识别。,DIS-CARD-ARR-AVRT,房室折返性心动过速,RF-CARD-49D590861927,先天性心脏病,recommends_action,EVD-52F92D38A1E6498A4D09-AVRT,SRC-DOC-4A36F3721EF8AADE,中国 抗心律失常药物临床应用中国专家共识2023.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-SVTAFL-ARR-AVRT-03-01-TREAT,房室折返性心动过速治疗应根据病情严重程度、禁忌证和患者特征选择同步电复律、导管消融、房室折返性心动过速治疗方案、伊布利特、普罗帕酮等。,DIS-CARD-ARR-AVRT,房室折返性心动过速,PLAN-CARD-108E680ADD4F,同步电复律,recommends_action,EVD-CBDFBB2E088CA458D4E6-AVRT,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
